STATE_NAME,TYPE,STATUS,DIAMETER,NAME,SUB_OPER,OPERATOR,OWNER,SYS_NAME,SUBSYS_NM,TRANSCAP,COMMODITY,CMDTY_DESC,CMDTY_CODE,INTERSTATE,FLOW_DIR,RATE_ZONE,PREV_OWNER,TRANS_DATE,TRANS_NOTE,TRANS_ID,LOC_ID,LOC_DOCS,SEG_ID,SUBSEG_ID,SUBOPER_ID,OPER_ID,OPER_URL,OPER_DOCS,OWNER_ID,OWNER_URL,OWNER_DOCS,CONTACTS_URL,NOTES,CATCHALL,CNTY_NAME,CNTRY_NAME,MILES,UPDATE_NO,QUALITY,Shape_Length,geometry
West Virginia,Gathering,Idle,3,3,0,3,3,3,3,0,3,3,3,3,0,3,3,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,3,3,3,3,3,3,3
West Virginia,Gathering,Idle,4,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
West Virginia,Gathering,Idle,7,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
West Virginia,Gathering,Idle,10,3,0,3,3,3,3,0,3,3,3,3,0,3,3,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,3,3,3,3,3,3,3
West Virginia,Gathering,Inactive,1,2,0,2,2,2,0,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2
West Virginia,Gathering,Inactive,2,10,0,10,10,10,0,0,10,10,10,10,0,10,0,0,0,0,10,0,0,0,0,10,10,10,10,0,0,0,9,10,10,10,10,10,10,10,10
West Virginia,Gathering,Operational,0,9482,76,9482,9482,5779,0,0,9482,9482,9482,9482,0,9482,7907,7874,7279,7227,9482,0,0,0,76,9482,347,273,9482,2034,482,0,668,9482,9482,9482,9482,9482,9482,9482,9482
West Virginia,Gathering,Operational,1,4177,0,4177,4177,4173,0,0,4177,4177,4177,4177,0,4177,4069,4069,4066,4066,4177,0,0,0,0,4177,60,60,4177,51,51,0,4140,4177,4177,4177,4177,4177,4177,4177,4177
West Virginia,Gathering,Operational,2,9039,0,9039,9039,8201,4,0,9039,9039,9039,9039,0,9039,8084,7901,7281,7281,9039,0,0,0,0,9039,1122,1122,9039,632,625,0,7140,9039,9039,9039,9039,9039,9039,9039,9039
West Virginia,Gathering,Operational,3,1791,0,1791,1791,1756,18,0,1791,1791,1791,1791,0,1791,1776,1666,1649,1649,1791,0,0,0,0,1791,124,124,1791,0,0,0,10,1791,1791,1791,1791,1791,1791,1791,1791
West Virginia,Gathering,Operational,4,9714,2,9714,9714,9136,3,0,9714,9714,9714,9714,0,9714,9428,9372,8846,8840,9714,0,0,0,2,9714,109,108,9714,758,533,0,8431,9714,9714,9714,9714,9714,9714,9714,9714
West Virginia,Gathering,Operational,5,1935,0,1935,1935,1921,0,0,1935,1935,1935,1935,0,1935,1935,1929,1929,1929,1935,0,0,0,0,1935,6,6,1935,0,0,0,0,1935,1935,1935,1935,1935,1935,1935,1935
West Virginia,Gathering,Operational,6,3162,0,3162,3162,3077,18,0,3162,3162,3162,3162,0,3162,2974,2878,2862,2862,3162,0,0,0,0,3162,119,119,3162,163,4,0,1958,3162,3162,3162,3162,3162,3162,3162,3162
West Virginia,Gathering,Operational,7,742,0,742,742,484,0,0,742,742,742,742,0,742,742,742,530,486,742,0,0,0,0,742,0,0,742,212,212,0,256,742,742,742,742,742,742,742,742
West Virginia,Gathering,Operational,8,1363,29,1363,1363,1331,3,0,1363,1363,1363,1363,0,1363,1300,1273,1272,1272,1363,0,0,0,29,1363,63,34,1363,52,0,0,523,1363,1363,1363,1363,1363,1363,1363,1363
West Virginia,Gathering,Operational,9,115,0,115,115,3,0,0,115,115,115,115,0,115,112,112,4,1,115,0,0,0,0,115,3,3,115,111,108,0,111,115,115,115,115,115,115,115,115
West Virginia,Gathering,Operational,10,1073,3,1073,1073,1056,11,0,1073,1073,1073,1073,0,1073,1051,1035,1022,1022,1073,0,0,0,3,1073,23,20,1073,20,0,0,553,1073,1073,1073,1073,1073,1073,1073,1073
West Virginia,Gathering,Operational,11,89,0,89,89,0,0,0,89,89,89,89,0,89,89,89,28,0,89,0,0,0,0,89,0,0,89,61,61,0,89,89,89,89,89,89,89,89,89
West Virginia,Gathering,Operational,12,468,20,468,468,456,5,0,468,468,468,468,0,468,440,427,425,425,468,0,0,0,20,468,35,15,468,22,0,0,238,468,468,468,468,468,468,468,468
West Virginia,Gathering,Operational,13,22,0,22,22,2,0,0,22,22,22,22,0,22,20,20,10,0,22,0,0,0,0,22,2,2,22,12,10,0,20,22,22,22,22,22,22,22,22
West Virginia,Gathering,Operational,14,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
West Virginia,Gathering,Operational,16,323,27,323,323,305,4,0,323,323,323,323,0,323,289,289,280,264,323,0,0,0,27,323,31,2,323,40,1,0,239,323,323,323,323,323,323,323,323
West Virginia,Gathering,Operational,18,13,0,13,13,13,0,0,13,13,13,13,0,13,13,13,13,13,13,0,0,0,0,13,0,0,13,0,0,0,13,13,13,13,13,13,13,13,13
West Virginia,Gathering,Operational,20,57,19,57,57,55,0,0,57,57,57,57,0,57,35,35,30,28,57,0,0,0,19,57,20,1,57,26,0,0,18,57,57,57,57,57,57,57,57
West Virginia,Gathering,Operational,24,24,0,24,24,24,18,0,24,24,24,24,0,24,4,4,1,1,24,0,0,0,0,24,2,2,24,3,0,0,2,24,24,24,24,24,24,24,24
West Virginia,Gathering,Operational,26,52,0,52,52,0,0,0,52,52,52,52,0,52,52,52,0,0,52,0,0,0,0,52,0,0,52,52,52,0,52,52,52,52,52,52,52,52,52
West Virginia,Gathering,Operational,30,4,0,4,4,4,0,0,4,4,4,4,0,4,0,0,0,0,4,0,0,0,0,4,4,4,4,0,0,0,0,4,4,4,4,4,4,4,4
West Virginia,Gathering,Under Development,0,485,5,485,485,15,6,0,485,485,485,485,0,485,275,275,32,32,485,0,0,0,5,485,442,88,485,439,0,0,2,485,485,485,485,485,485,485,485
West Virginia,Transmission,Abandoned,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1
West Virginia,Transmission,Abandoned,2,3,0,3,3,3,3,0,3,3,3,3,0,3,0,0,0,0,3,0,0,0,0,3,0,3,3,3,0,0,0,3,3,3,3,3,3,3,3
West Virginia,Transmission,Abandoned,4,2,0,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,2,0,2,2,2,0,0,0,2,2,2,2,2,2,2,2
West Virginia,Transmission,Abandoned,5,2,0,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,2,0,2,2,2,0,0,0,2,2,2,2,2,2,2,2
West Virginia,Transmission,Abandoned,6,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1
West Virginia,Transmission,Abandoned,9,4,0,4,4,4,4,0,4,4,4,4,0,4,0,0,0,0,4,0,0,0,0,4,0,4,4,4,0,0,0,4,4,4,4,4,4,4,4
West Virginia,Transmission,Abandoned,10,3,0,3,3,3,0,0,3,3,3,3,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,3,3,3,3,3,3,3,3
West Virginia,Transmission,Abandoned,12,2,0,2,2,1,1,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,2,0,1,2,1,0,0,0,2,2,2,2,2,2,2,2
West Virginia,Transmission,Abandoned,16,3,0,3,3,3,3,0,3,3,3,3,0,3,3,3,0,0,3,0,0,0,0,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3
West Virginia,Transmission,Abandoned,20,10,0,10,10,5,5,0,10,10,10,10,0,10,5,5,0,0,10,0,0,0,0,10,5,5,10,5,5,0,0,10,10,10,10,10,10,10,10
West Virginia,Transmission,Cancelled Project,0,3,3,3,3,3,0,0,3,3,3,3,0,3,3,3,0,0,3,0,0,0,3,3,3,3,3,3,0,0,0,3,3,3,3,3,3,3,3
West Virginia,Transmission,Idle,24,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
West Virginia,Transmission,Idle,30,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
West Virginia,Transmission,Operational,0,926,2,926,926,427,54,0,926,926,926,926,0,926,472,424,6,6,926,0,0,0,2,926,35,397,926,801,0,0,2,926,926,926,926,926,926,926,926
West Virginia,Transmission,Operational,1,37,0,37,37,37,37,0,37,37,37,37,0,37,37,37,0,0,37,0,0,0,0,37,37,37,37,37,0,0,37,37,37,37,37,37,37,37,37
West Virginia,Transmission,Operational,2,266,1,266,266,260,246,0,266,266,266,266,0,266,253,253,0,0,266,0,0,0,1,266,253,253,266,264,0,0,245,266,266,266,266,266,266,266,266
West Virginia,Transmission,Operational,3,57,0,57,57,57,52,0,57,57,57,57,0,57,54,54,0,0,57,0,0,0,0,57,55,54,57,57,0,0,52,57,57,57,57,57,57,57,57
West Virginia,Transmission,Operational,4,817,0,817,817,808,784,0,817,817,817,817,0,817,796,790,0,0,817,0,0,0,0,817,786,790,817,811,0,0,784,817,817,817,817,817,817,817,817
West Virginia,Transmission,Operational,5,77,0,77,77,77,70,0,77,77,77,77,0,77,4,4,0,0,77,0,0,0,0,77,4,4,77,4,0,0,4,77,77,77,77,77,77,77,77
West Virginia,Transmission,Operational,6,625,1,625,625,612,519,0,625,625,625,625,0,625,526,523,0,0,625,0,0,0,1,625,518,525,625,610,0,0,510,625,625,625,625,625,625,625,625
West Virginia,Transmission,Operational,7,2,0,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,2,2,2,2,2,2,2
West Virginia,Transmission,Operational,8,323,6,323,323,314,275,0,323,323,323,323,0,323,262,259,0,0,323,0,0,0,6,323,251,259,323,290,0,0,252,323,323,323,323,323,323,323,323
West Virginia,Transmission,Operational,10,325,0,325,325,298,241,0,325,325,325,325,0,325,249,246,0,0,325,0,0,0,0,325,239,247,325,313,0,0,211,325,325,325,325,325,325,325,325
West Virginia,Transmission,Operational,12,293,0,293,293,264,205,0,293,293,293,293,0,293,213,212,0,0,293,0,0,0,0,293,183,214,293,268,0,0,183,293,293,293,293,293,293,293,293
West Virginia,Transmission,Operational,14,13,0,13,13,8,5,0,13,13,13,13,0,13,10,10,0,0,13,0,0,0,0,13,5,10,13,13,0,0,5,13,13,13,13,13,13,13,13
West Virginia,Transmission,Operational,15,4,0,4,4,0,0,0,4,4,4,4,0,4,4,4,0,0,4,0,0,0,0,4,0,4,4,4,0,0,0,4,4,4,4,4,4,4,4
West Virginia,Transmission,Operational,16,276,3,276,276,268,233,0,276,276,276,276,0,276,244,244,3,3,276,0,0,0,3,276,233,241,276,255,0,0,236,276,276,276,276,276,276,276,276
West Virginia,Transmission,Operational,18,34,0,34,34,8,2,0,34,34,34,34,0,34,29,29,0,0,34,0,0,0,0,34,2,29,34,34,0,0,2,34,34,34,34,34,34,34,34
West Virginia,Transmission,Operational,20,435,2,435,435,387,296,0,435,435,435,435,0,435,350,350,2,2,435,0,0,0,2,435,296,348,435,433,4,0,294,435,435,435,435,435,435,435,435
West Virginia,Transmission,Operational,24,180,3,180,180,176,130,0,180,180,180,180,0,180,137,135,0,0,180,0,0,0,3,180,136,140,180,175,14,0,122,180,180,180,180,180,180,180,180
West Virginia,Transmission,Operational,26,134,0,134,134,134,132,0,134,134,134,134,0,134,134,134,0,0,134,0,0,0,0,134,132,134,134,134,3,0,129,134,134,134,134,134,134,134,134
West Virginia,Transmission,Operational,30,325,8,325,325,319,264,0,325,325,325,325,0,325,279,279,0,0,325,0,0,0,8,325,272,279,325,325,3,0,269,325,325,325,325,325,325,325,325
West Virginia,Transmission,Operational,36,88,4,88,88,80,68,0,88,88,88,88,0,88,81,81,0,0,88,0,0,0,4,88,72,81,88,81,0,0,72,88,88,88,88,88,88,88,88
West Virginia,Transmission,Operational,42,10,0,10,10,10,10,0,10,10,10,10,0,10,10,10,0,0,10,0,0,0,0,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10
West Virginia,Transmission,Under Development,0,4,0,4,4,4,0,0,4,4,4,4,0,4,0,0,0,0,4,0,0,0,0,4,0,0,4,4,0,0,0,4,4,4,4,4,4,4,4
West Virginia,Transmission,Under Development,8,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1
West Virginia,Transmission,Under Development,16,6,0,6,6,6,6,0,6,6,6,6,0,6,0,0,0,0,6,0,0,0,0,6,0,0,6,0,0,0,0,6,6,6,6,6,6,6,6
West Virginia,Transmission,Under Development,42,31,0,31,31,31,0,0,31,31,31,31,0,31,6,6,6,6,31,0,0,0,0,31,0,0,31,0,0,0,0,31,31,31,31,31,31,31,31
Wisconsin,Distribution,Operational,0,18,3,18,18,0,0,0,18,18,18,18,0,18,3,3,0,0,18,0,0,0,3,18,3,0,18,3,0,0,0,18,18,18,18,18,18,18,18
Wisconsin,Transmission,Abandoned,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1
Wisconsin,Transmission,Abandoned,4,2,0,2,2,0,0,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2
Wisconsin,Transmission,Abandoned,6,3,0,3,3,0,0,0,3,3,3,3,0,3,0,0,0,0,3,0,0,0,0,3,3,3,3,3,0,0,0,3,3,3,3,3,3,3,3
Wisconsin,Transmission,Abandoned,10,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
Wisconsin,Transmission,Abandoned,16,4,0,4,4,0,0,0,4,4,4,4,0,4,0,0,0,0,4,0,0,0,0,4,4,4,4,4,0,0,0,4,4,4,4,4,4,4,4
Wisconsin,Transmission,Operational,0,579,2,579,579,543,0,0,579,579,579,579,0,579,156,156,0,0,579,0,0,0,2,579,173,212,579,251,4,0,3,579,579,579,579,579,579,579,579
Wisconsin,Transmission,Operational,2,2,0,2,2,0,0,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2
Wisconsin,Transmission,Operational,4,99,0,99,99,35,0,0,99,99,99,99,0,99,33,33,0,0,99,0,0,0,0,99,97,64,99,99,2,0,0,99,99,99,99,99,99,99,99
Wisconsin,Transmission,Operational,6,42,0,42,42,5,0,0,42,42,42,42,0,42,0,0,0,0,42,0,0,0,0,42,42,37,42,42,5,0,0,42,42,42,42,42,42,42,42
Wisconsin,Transmission,Operational,8,70,0,70,70,35,0,0,70,70,70,70,0,70,34,34,0,0,70,0,0,0,0,70,69,34,70,70,1,0,0,70,70,70,70,70,70,70,70
Wisconsin,Transmission,Operational,10,67,0,67,67,49,0,0,67,67,67,67,0,67,49,49,0,0,67,0,0,0,0,67,67,18,67,67,0,0,0,67,67,67,67,67,67,67,67
Wisconsin,Transmission,Operational,12,28,0,28,28,5,0,0,28,28,28,28,0,28,5,5,0,0,28,0,0,0,0,28,23,23,28,28,0,0,0,28,28,28,28,28,28,28,28
Wisconsin,Transmission,Operational,14,10,0,10,10,3,0,0,10,10,10,10,0,10,3,3,0,0,10,0,0,0,0,10,7,7,10,10,0,0,0,10,10,10,10,10,10,10,10
Wisconsin,Transmission,Operational,16,33,0,33,33,9,0,0,33,33,33,33,0,33,8,8,0,0,33,0,0,0,0,33,33,24,33,33,1,0,0,33,33,33,33,33,33,33,33
Wisconsin,Transmission,Operational,18,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
Wisconsin,Transmission,Operational,20,22,0,22,22,16,2,0,22,22,22,22,0,22,10,10,0,0,22,0,0,0,0,22,22,8,22,22,6,0,0,22,22,22,22,22,22,22,22
Wisconsin,Transmission,Operational,22,4,0,4,4,0,0,0,4,4,4,4,0,4,0,0,0,0,4,0,0,0,0,4,4,4,4,4,0,0,0,4,4,4,4,4,4,4,4
Wisconsin,Transmission,Operational,24,28,0,28,28,17,0,0,28,28,28,28,0,28,0,0,0,0,28,0,0,0,0,28,28,11,28,28,17,0,0,28,28,28,28,28,28,28,28
Wisconsin,Transmission,Operational,26,3,0,3,3,3,0,0,3,3,3,3,0,3,3,3,0,0,3,0,0,0,0,3,3,0,3,3,0,0,0,3,3,3,3,3,3,3,3
Wisconsin,Transmission,Operational,30,39,0,39,39,7,0,0,39,39,39,39,0,39,0,0,0,0,39,0,0,0,0,39,39,32,39,39,7,0,0,39,39,39,39,39,39,39,39
Wisconsin,Transmission,Operational,36,37,0,37,37,37,0,0,37,37,37,37,0,37,0,0,0,0,37,0,0,0,0,37,5,0,37,37,5,0,2,37,37,37,37,37,37,37,37
